address,region,house_size,property_size,sales_price,sales_date
"
          Sötsjövägen 4
        ","
            Frötuna - Baltora,
          Norrtälje kommun
        ","
                51 m²
             
              3 rum
          ","
              2 140 m² tomt
            ","
            Slutpris 1 820 000 kr
        ","
            Såld 12 augusti 2022
          "
"
          Solslingan 10B
        ","
            Solbacka Strand,
          Norrtälje kommun
        ","
                112 m²
             
              4 rum
          ","
              199 m² tomt
            ","
            Slutpris 3 600 000 kr
        ","
            Såld 12 augusti 2022
          "
"
          Roslagsvägen 249
        ","
            Boda/Åsättra/Roslags Kulla,
          Österåkers kommun
        ","
                139
                ","
              2 710 m² tomt
            ","
            Slutpris 4 550 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Slipvägen 12
        ","
            Grisslehamn,
          Norrtälje kommun
        ","
                126
                ","
              1 382 m² tomt
            ","
            Slutpris 5 375 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Väländarundan 32
        ","
            Tungelsta,
          Haninge kommun
        ","
                48
                ","
              2 593 m² tomt
            ","
            Slutpris 2 700 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Mjärdvägen 24
        ","
            Ösmo,
          Nynäshamns kommun
        ","
                108 m²
             
              5 rum
          ","
              543 m² tomt
            ","
            Slutpris 3 150 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Böningers väg 3
        ","
            Skogsvik,
          Danderyds kommun
        ","
                201
                ","
              905 m² tomt
            ","
            Slutpris 12 650 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Campingvägen 2
        ","
            Högmora,
          Huddinge kommun
        ","
                62
                ","
              1 935 m² tomt
            ","
            Slutpris 5 500 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Hortensiavägen 14
        ","
            Vistaberg,
          Huddinge kommun
        ","
                130 m²
             
              5 rum
          ","
              582 m² tomt
            ","
            Slutpris 8 000 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Trevebovägen 128
        ","
            Åkerstorp,
          Österåkers kommun
        ","
                97
                ","
              737 m² tomt
            ","
            Slutpris 5 500 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Safirvägen 9
        ","
            Ådran,
          Huddinge kommun
        ","
                55 m²
             
              2 rum
          ","
              2 895 m² tomt
            ","
            Slutpris 3 100 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Järnåldersringen 456
        ","
            Söderby,
          Haninge kommun
        ","
                80 m²
             
              3 rum
          ","
              362 m² tomt
            ","
            Slutpris 3 475 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Kartvägen 32
        ","
            Norra Söderby,
          Haninge kommun
        ","
                176
                ","
              578 m² tomt
            ","
            Slutpris 8 200 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Vassvägen 4
        ","
            Gribbylund,
          Täby kommun
        ","
                123 m²
             
              5 rum
          ","
              1 718 m² tomt
            ","
            Slutpris 9 000 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Konvaljestigen 66
        ","
            Älvsjö - Herrängen,
          Stockholms kommun
        ","
                119
                ","
              749 m² tomt
            ","
            Slutpris 9 300 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Lena 36
        ","
          Vallentuna kommun
        ","
                158 m²
             
              6 rum
          ","
              2 800 m² tomt
            ","
            Slutpris 5 650 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Ivarskärrsvägen 109
        ","
            Vällingby - Vinsta,
          Stockholms kommun
        ","
                120
                ","
              612 m² tomt
            ","
            Slutpris 4 800 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Slingervägen 4
        ","
            Norrby,
          Haninge kommun
        ","
                91
                ","
              3 275 m² tomt
            ","
            Slutpris 7 600 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Pastor Ödmans väg 61
        ","
            Ingarö - Brunn,
          Värmdö kommun
        ","
                109 m²
             
              4 rum
          ","
              1 014 m² tomt
            ","
            Slutpris 7 100 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Lavettvägen 34
        ","
            Margretelund,
          Österåkers kommun
        ","
                96 m²
             
              3 rum
          ","
              1 191 m² tomt
            ","
            Slutpris 5 825 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Furubacken 8
        ","
            Stavsnäs,
          Värmdö kommun
        ","
                92 m²
             
              4 rum
          ","
              2 024 m² tomt
            ","
            Slutpris 4 250 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Fritz Janssons väg 35
        ","
            Skärgårdsstad,
          Österåkers kommun
        ","
                103
                ","
              1 244 m² tomt
            ","
            Slutpris 7 495 000 kr
        ","
            Såld 11 augusti 2022
          "
"
          Hästhovsvägen 5
        ","
            Bro - Finnsta,
          Upplands-Bro kommun
        ","
                229
                ","
              780 m² tomt
            ","
            Slutpris 5 160 000 kr
        ","
            Såld 10 augusti 2022
          "
"
          Åkerblomsvägen 25
        ","
            Friden,
          Värmdö kommun
        ","
                46
                ","
              5 340 m² tomt
            ","
            Slutpris 3 050 000 kr
        ","
            Såld 10 augusti 2022
          "
"
          Mariavägen 3
        ","
            Centralt,
          Norrtälje kommun
        ","
                89
                ","
              1 756 m² tomt
            ","
            Slutpris 2 200 000 kr
        ","
            Såld 10 augusti 2022
          "
"
          Värmdövägen 28
        ","
            Torsby,
          Värmdö kommun
        ","
                55 m²
             
              3 rum
          ","
              2 260 m² tomt
            ","
            Slutpris 4 250 000 kr
        ","
            Såld 10 augusti 2022
          "
"
          Gränsvägen 7
        ","
            Töjnan,
          Sollentuna kommun
        ","
                127
                ","
              1 065 m² tomt
            ","
            Slutpris 8 300 000 kr
        ","
            Såld 10 augusti 2022
          "
"
          Enbärsstigen 7
        ","
            Dyvik-Vätö,
          Norrtälje kommun
        ","
                51
                ","
              2 092 m² tomt
            ","
            Slutpris 1 925 000 kr
        ","
            Såld 10 augusti 2022
          "
"
          Nybodavägen 50
        ","
            Rimbo - centralt,
          Norrtälje kommun
        ","
                124
                ","
              978 m² tomt
            ","
            Slutpris 3 200 000 kr
        ","
            Såld 10 augusti 2022
          "
"
          Fiskebyvägen 13
        ","
            Stureby,
          Stockholms kommun
        ","
                221
                ","
              998 m² tomt
            ","
            Slutpris 9 000 000 kr
        ","
            Såld 10 augusti 2022
          "
"
          Överbyslingan 58
        ","
            Resarö,
          Vaxholms kommun
        ","
                110 m²
             
              4 rum
          ","
              2 096 m² tomt
            ","
            Slutpris 7 200 000 kr
        ","
            Såld 10 augusti 2022
          "
"
          Smedsmoravägen 38
        ","
            Rimbo,
          Norrtälje kommun
        ","
                81
                ","
              1 346 m² tomt
            ","
            Slutpris 2 400 000 kr
        ","
            Såld 9 augusti 2022
          "
"
          Asplunds väg 14B
        ","
            Vega,
          Haninge kommun
        ","
                153 m²
             
              5 rum
          ","
              1 325 m² tomt
            ","
            Slutpris 8 750 000 kr
        ","
            Såld 9 augusti 2022
          "
"
          Hästskovägen 8
        ","
            Norrskogen,
          Norrtälje kommun
        ","
                56
                ","
              3 753 m² tomt
            ","
            Slutpris 2 250 000 kr
        ","
            Såld 9 augusti 2022
          "
"
          Näckrosvägen 12
        ","
            Lindholmen,
          Vallentuna kommun
        ","
                158 m²
             
              6 rum
          ","
              1 709 m² tomt
            ","
            Slutpris 7 500 000 kr
        ","
            Såld 9 augusti 2022
          "
"
          Östervägen 21
        ","
            Ljusterö,
          Österåkers kommun
        ","
                83
                ","
              2 353 m² tomt
            ","
            Slutpris 4 700 000 kr
        ","
            Såld 9 augusti 2022
          "
"
          Ådravägen 173
        ","
            Ådran,
          Huddinge kommun
        ","
                56 m²
             
          ","
              2 863 m² tomt
            ","
            Slutpris 3 490 000 kr
        ","
            Såld 8 augusti 2022
          "
"
          Orrvägen 3
        ","
            Ösmo,
          Nynäshamns kommun
        ","
                123
                ","
              700 m² tomt
            ","
            Slutpris 3 295 000 kr
        ","
            Såld 8 augusti 2022
          "
"
          Kaprifolvägen 15
        ","
            Märsta Södra,
          Sigtuna kommun
        ","
                110
                ","
              217 m² tomt
            ","
            Slutpris 4 500 000 kr
        ","
            Såld 8 augusti 2022
          "
"
          Lidvägen 5
        ","
            Västra Jakobsberg,
          Järfälla kommun
        ","
                186
                ","
              1 293 m² tomt
            ","
            Slutpris 8 550 000 kr
        ","
            Såld 8 augusti 2022
          "
"
          Kyrkvärdsvägen 12
        ","
            Tumba,
          Botkyrka kommun
        ","
                86
                ","
              1 569 m² tomt
            ","
            Slutpris 4 700 000 kr
        ","
            Såld 7 augusti 2022
          "
"
          Konvaljstigen 5
        ","
            Stocksundstorp,
          Solna kommun
        ","
                117
                ","
              1 023 m² tomt
            ","
            Slutpris 12 500 000 kr
        ","
            Såld 6 augusti 2022
          "
"
          Agatvägen 42
        ","
            Beckomberga,
          Stockholms kommun
        ","
                153 m²
             
              6 rum
          ","
              225 m² tomt
            ","
            Slutpris 8 300 000 kr
        ","
            Såld 5 augusti 2022
          "
"
          Evedalsvägen 8
        ","
            Saltsjö-Boo,
          Nacka kommun
        ","
                45 m²
             
              2 rum
          ","
              1 570 m² tomt
            ","
            Slutpris 4 800 000 kr
        ","
            Såld 5 augusti 2022
          "
"
          Flottiljvägen 155
        ","
            Tullinge,
          Botkyrka kommun
        ","
                166
                ","
              433 m² tomt
            ","
            Slutpris 6 175 000 kr
        ","
            Såld 5 augusti 2022
          "
"
          Storhagsvägen 32A
        ","
            Herrängen,
          Stockholms kommun
        ","
                169
                ","
              975 m² tomt
            ","
            Slutpris 9 700 000 kr
        ","
            Såld 5 augusti 2022
          "
"
          Höjdhoppsvägen 1
        ","
            Tungelsta,
          Haninge kommun
        ","
                148
                ","
              1 096 m² tomt
            ","
            Slutpris 6 495 000 kr
        ","
            Såld 5 augusti 2022
          "
"
          Rådmansgatan 8B
        ","
            Kvisthamra-Gransäter,
          Norrtälje kommun
        ","
                119 m²
             
              4 rum
          ","
              693 m² tomt
            ","
            Slutpris 6 650 000 kr
        ","
            Såld 4 augusti 2022
          "
"
          Västertäppsvägen 4
        ","
            Norra Lännersta,
          Nacka kommun
        ","
                171
                ","
              1 780 m² tomt
            ","
            Slutpris 10 500 000 kr
        ","
            Såld 4 augusti 2022
          "
"
          Sandvik skogsväg 217
        ","
            Lisö - Sandvik,
          Nynäshamns kommun
        ","
                92 m²
             
              3 rum
          ","
              3 104 m² tomt
            ","
            Slutpris 1 600 000 kr
        ","
            Såld 4 augusti 2022
          "
"
          Hoppetvägen 4
        ","
            Torpa skog+Hoppet,
          Haninge kommun
        ","
                53 m²
             
              3 rum
          ","
              2 985 m² tomt
            ","
            Slutpris 3 280 000 kr
        ","
            Såld 4 augusti 2022
          "
"
          Sjöhagsvägen 15
        ","
            Fornudden-Persudde,
          Tyresö kommun
        ","
                164
                ","
              1 594 m² tomt
            ","
            Slutpris 6 350 000 kr
        ","
            Såld 4 augusti 2022
          "
"
          Sandvägen 12A
        ","
            Hanviken,
          Tyresö kommun
        ","
                137
                ","
              1 013 m² tomt
            ","
            Slutpris 7 995 000 kr
        ","
            Såld 3 augusti 2022
          "
"
          Kedjevägen 1, Accepterat pris
        ","
            Hägersten,
          Stockholms kommun
        ","
                92
                ","
              968 m² tomt
            ","
            Slutpris 6 500 000 kr
        ","
            Såld 3 augusti 2022
          "
"
          Gamla Sjöstuguvägen 11
        ","
            Hummelbol,
          Norrtälje kommun
        ","
                76 m²
             
              2 rum
          ","
              2 771 m² tomt
            ","
            Slutpris 5 025 000 kr
        ","
            Såld 3 augusti 2022
          "
"
          Fjällbostrandsvägen 22
        ","
            Fjällbostrand Väddö,
          Norrtälje kommun
        ","
                50 m²
             
              3 rum
          ","
              2 292 m² tomt
            ","
            Slutpris 2 550 000 kr
        ","
            Såld 3 augusti 2022
          "
"
          Centralvägen 54
        ","
            Åkersberga Centralt,
          Österåkers kommun
        ","
                117
                ","
              826 m² tomt
            ","
            Slutpris 5 500 000 kr
        ","
            Såld 2 augusti 2022
          "
"
          Fredagsvägen 18
        ","
            Rådmansö,
          Norrtälje kommun
        ","
                150
                ","
              1 885 m² tomt
            ","
            Slutpris 6 200 000 kr
        ","
            Såld 2 augusti 2022
          "
"
          Båtvägen 5
        ","
            Dyvik by,
          Norrtälje kommun
        ","
                81
                ","
              2 723 m² tomt
            ","
            Slutpris 4 150 000 kr
        ","
            Såld 2 augusti 2022
          "
"
          Rättviksvägen 23
        ","
            Sollentuna,
          Sollentuna kommun
        ","
                130 m²
             
              5 rum
          ","
              206 m² tomt
            ","
            Slutpris 5 000 000 kr
        ","
            Såld 2 augusti 2022
          "
"
          Sportstugevägen 5
        ","
            Tungelsta,
          Haninge kommun
        ","
                48
                ","
              2 502 m² tomt
            ","
            Slutpris 3 495 000 kr
        ","
            Såld 1 augusti 2022
          "
"
          Kolviksterrassen 22
        ","
            Kolvik,
          Värmdö kommun
        ","
                155
                ","
              551 m² tomt
            ","
            Slutpris 10 200 000 kr
        ","
            Såld 1 augusti 2022
          "
"
          Berghemsvägen 12
        ","
            Berghem,
          Järfälla kommun
        ","
                166
                ","
              840 m² tomt
            ","
            Slutpris 6 850 000 kr
        ","
            Såld 1 augusti 2022
          "
"
          Wienvägen 56
        ","
            Harka,
          Norrtälje kommun
        ","
                120 m²
             
              5 rum
          ","
              2 690 m² tomt
            ","
            Slutpris 4 050 000 kr
        ","
            Såld 1 augusti 2022
          "
"
          Åsvägen 4
        ","
            Älta - Erstavik,
          Nacka kommun
        ","
                208
                ","
              1 163 m² tomt
            ","
            Slutpris 11 718 323 kr
        ","
            Såld 31 juli 2022
          "
"
          Evlingevägen 7
        ","
            Evlinge,
          Värmdö kommun
        ","
                65 m²
             
              4 rum
          ","
              2 156 m² tomt
            ","
            Slutpris 4 000 000 kr
        ","
            Såld 30 juli 2022
          "
"
          Enstavägen 3
        ","
            Uttran,
          Botkyrka kommun
        ","
                159
                ","
              1 975 m² tomt
            ","
            Slutpris 6 400 000 kr
        ","
            Såld 29 juli 2022
          "
"
          Järpvägen 12
        ","
            Ekskogen,
          Vallentuna kommun
        ","
                94
                ","
              2 377 m² tomt
            ","
            Slutpris 3 850 000 kr
        ","
            Såld 29 juli 2022
          "
"
          Bäverstigen 24
        ","
            Ekeby,
          Södertälje kommun
        ","
                125
                ","
              958 m² tomt
            ","
            Slutpris 4 000 000 kr
        ","
            Såld 29 juli 2022
          "
"
          Myrstigen 11
        ","
            Järna,
          Södertälje kommun
        ","
                117
                ","
              705 m² tomt
            ","
            Slutpris 3 500 000 kr
        ","
            Såld 29 juli 2022
          "
"
          Spettvägen 7
        ","
            Munsö Ekeby,
          Ekerö kommun
        ","
                95
                ","
              2 222 m² tomt
            ","
            Slutpris 4 475 000 kr
        ","
            Såld 29 juli 2022
          "
"
          Myrstigen 23
        ","
            Järna,
          Södertälje kommun
        ","
                159 m²
             
              7 rum
          ","
              523 m² tomt
            ","
            Slutpris 4 900 000 kr
        ","
            Såld 29 juli 2022
          "
"
          Hensviksvägen 47 & 49
        ","
            Hensvik,
          Norrtälje kommun
        ","
                215
                ","
              28 693 m² tomt
            ","
            Slutpris 4 400 000 kr
        ","
            Såld 29 juli 2022
          "
"
          Mörtstigen 13
        ","
            Strömma,
          Värmdö kommun
        ","
                85
                ","
              2 034 m² tomt
            ","
            Slutpris 7 000 000 kr
        ","
            Såld 29 juli 2022
          "
"
          Kilvägen 3, Accepterat pris!
        ","
            Segeltorp,
          Huddinge kommun
        ","
                191
                ","
              726 m² tomt
            ","
            Slutpris 6 800 000 kr
        ","
            Såld 29 juli 2022
          "
"
          Ymervägen 8
        ","
            Täby Kyrkby,
          Täby kommun
        ","
                168 m²
             
              7 rum
          ","
              568 m² tomt
            ","
            Slutpris 7 900 000 kr
        ","
            Såld 29 juli 2022
          "
"
          Rapphönsvägen 20
        ","
            Tallkrogen,
          Stockholms kommun
        ","
                64
                ","
              481 m² tomt
            ","
            Slutpris 8 000 000 kr
        ","
            Såld 29 juli 2022
          "
"
          Stäkshöjden 31
        ","
            Stäket,
          Järfälla kommun
        ","
                124
                ",,"
            Slutpris 5 300 000 kr
        ","
            Såld 29 juli 2022
          "
"
          Silver Fredriks väg 2
        ","
            Skälsmara,
          Värmdö kommun
        ","
                77
                ","
              2 737 m² tomt
            ","
            Slutpris 5 400 000 kr
        ","
            Såld 29 juli 2022
          "
"
          Wedtorpsvägen 3
        ","
            Spånlöt,
          Österåkers kommun
        ","
                140
                ","
              828 m² tomt
            ","
            Slutpris 5 300 000 kr
        ","
            Såld 29 juli 2022
          "
"
          Långsjövägen 112, Accepterat pris!
        ","
            Långsjö,
          Stockholms kommun
        ","
                129
                ","
              579 m² tomt
            ","
            Slutpris 7 500 000 kr
        ","
            Såld 29 juli 2022
          "
"
          Fylkesvägen 4
        ","
            Lilla Ursvik,
          Sundbybergs kommun
        ","
                166
                ","
              739 m² tomt
            ","
            Slutpris 8 650 000 kr
        ","
            Såld 29 juli 2022
          "
"
          Hästhagsvägen 8
        ","
            Vidja,
          Huddinge kommun
        ","
                105
                ","
              2 047 m² tomt
            ","
            Slutpris 5 750 000 kr
        ","
            Såld 29 juli 2022
          "
"
          Kullerstensvägen 17
        ","
            Jordbro,
          Haninge kommun
        ","
                120 m²
             
              6 rum
          ","
              402 m² tomt
            ","
            Slutpris 3 500 000 kr
        ","
            Såld 28 juli 2022
          "
"
          Höjdvägen 55
        ","
            Rickeby,
          Vallentuna kommun
        ","
                162
                ","
              267 m² tomt
            ","
            Slutpris 5 000 000 kr
        ","
            Såld 28 juli 2022
          "
"
          Ullörtsstigen 2
        ","
            Dyvik-Vätö,
          Norrtälje kommun
        ","
                77 m²
             
              4 rum
          ","
              2 339 m² tomt
            ","
            Slutpris 2 875 000 kr
        ","
            Såld 28 juli 2022
          "
"
          Domherrestigen 2
        ","
            Vätö,
          Norrtälje kommun
        ","
                67 m²
             
              4 rum
          ","
              2 303 m² tomt
            ","
            Slutpris 2 000 000 kr
        ","
            Såld 27 juli 2022
          "
"
          Södra Kungsvägen 284
        ","
            Lidingö Käppala,
          Lidingö kommun
        ","
                43 m²
             
              3 rum
          ","
              878 m² tomt
            ","
            Slutpris 13 500 000 kr
        ","
            Såld 27 juli 2022
          "
"
          Gamla landsvägen 153
        ","
            Väddö,
          Norrtälje kommun
        ","
             
          ","
              20 300 m² tomt
            ","
            Slutpris 3 650 000 kr
        ","
            Såld 26 juli 2022
          "
"
          Lilla Västanbergsvägen 25
        ","
            Dyvik,
          Österåkers kommun
        ","
                110 m²
             
              4 rum
          ","
              4 133 m² tomt
            ","
            Slutpris 2 500 000 kr
        ","
            Såld 26 juli 2022
          "
"
          Bäckvägen 5D
        ","
            Edsängen,
          Sollentuna kommun
        ","
                125
                ","
              222 m² tomt
            ","
            Slutpris 4 950 000 kr
        ","
            Såld 26 juli 2022
          "
"
          Centralvägen 32D
        ","
            Centralt,
          Österåkers kommun
        ","
                125 m²
             
              5 rum
          ","
              803 m² tomt
            ","
            Slutpris 4 800 000 kr
        ","
            Såld 26 juli 2022
          "
"
          Kapellvägen 7
        ","
            Centrala Väsby,
          Upplands Väsby kommun
        ","
                102
                ","
              1 959 m² tomt
            ","
            Slutpris 6 400 000 kr
        ","
            Såld 26 juli 2022
          "
"
          Norrvretavägen 25
        ","
            Singö,
          Norrtälje kommun
        ","
                57 m²
             
              3 rum
          ","
              2 631 m² tomt
            ","
            Slutpris 4 400 000 kr
        ","
            Såld 25 juli 2022
          "
"
          Storuddsvägen 3
        ","
            Storudden,
          Nynäshamns kommun
        ","
                60 m²
             
              3 rum
          ","
              2 143 m² tomt
            ","
            Slutpris 2 750 000 kr
        ","
            Såld 25 juli 2022
          "
"
          Ängsvägen 37A
        ","
            Kolartorp,
          Haninge kommun
        ","
                133
                ","
              1 041 m² tomt
            ","
            Slutpris 7 500 000 kr
        ","
            Såld 25 juli 2022
          "
"
          Brudkronevägen 22
        ","
            Älvsjö,
          Stockholms kommun
        ","
                91
                ","
              765 m² tomt
            ","
            Slutpris 7 600 000 kr
        ","
            Såld 25 juli 2022
          "
"
          Slånbärsvägen 3
        ","
            Fågelsången,
          Norrtälje kommun
        ","
                137
                ","
              795 m² tomt
            ","
            Slutpris 4 500 000 kr
        ","
            Såld 23 juli 2022
          "
"
          Athos väg 26E
        ","
            Svinninge,
          Österåkers kommun
        ","
                20
                ",,"
            Slutpris 2 095 000 kr
        ","
            Såld 23 juli 2022
          "
"
          Uthagsvägen 20
        ","
            Vega,
          Haninge kommun
        ","
                114
                ","
              816 m² tomt
            ","
            Slutpris 6 695 000 kr
        ","
            Såld 22 juli 2022
          "
"
          Sillgrisslevägen 23
        ","
            Ingarö - Fågelvik,
          Värmdö kommun
        ","
                165
                ","
              982 m² tomt
            ","
            Slutpris 8 500 000 kr
        ","
            Såld 22 juli 2022
          "
"
          Sturevägen 21
        ","
            Hörningsnäs,
          Huddinge kommun
        ","
                137 m²
             
              5 rum
          ","
              910 m² tomt
            ","
            Slutpris 7 450 000 kr
        ","
            Såld 22 juli 2022
          "
"
          Bergamovägen 9
        ","
            Centralt,
          Nykvarns kommun
        ","
                112
                ","
              1 163 m² tomt
            ","
            Slutpris 5 250 000 kr
        ","
            Såld 22 juli 2022
          "
"
          Långjökelgatan 29
        ","
            Kista,
          Stockholms kommun
        ","
                172 m²
             
              6 rum
          ","
              332 m² tomt
            ","
            Slutpris 7 700 000 kr
        ","
            Såld 21 juli 2022
          "
"
          Fågelsångsvägen 80
        ","
            Fågelsången,
          Norrtälje kommun
        ","
                150 m²
             
              5 rum
          ","
              896 m² tomt
            ","
            Slutpris 5 200 000 kr
        ","
            Såld 21 juli 2022
          "
"
          Vikingastigen 61
        ","
            Stockholms Skärgård,
          Norrtälje kommun
        ","
                54 m²
             
              4 rum
          ","
              2 370 m² tomt
            ","
            Slutpris 2 275 000 kr
        ","
            Såld 21 juli 2022
          "
"
          Simpnäsvägen 547
        ","
            Backa,
          Norrtälje kommun
        ","
                56 m²
             
              4 rum
          ","
              8 970 m² tomt
            ","
            Slutpris 1 995 000 kr
        ","
            Såld 21 juli 2022
          "
"
          Bergabovägen 22
        ","
            Saltsjöbaden - Älgö,
          Nacka kommun
        ","
                54 m²
             
          ","
              1 786 m² tomt
            ","
            Slutpris 7 300 000 kr
        ","
            Såld 21 juli 2022
          "
"
          Eknäsvägen 10
        ","
            Ingarö,
          Värmdö kommun
        ","
                157 m²
             
          ","
              6 285 m² tomt
            ","
            Slutpris 9 500 000 kr
        ","
            Såld 21 juli 2022
          "
"
          Tunnelbacken 3
        ","
            Tullinge,
          Botkyrka kommun
        ","
                166
                ","
              2 370 m² tomt
            ","
            Slutpris 4 900 000 kr
        ","
            Såld 20 juli 2022
          "
"
          Norrövägen 31
        ","
            Norrö,
          Österåkers kommun
        ","
                73 m²
             
              6 rum
          ","
              2 500 m² tomt
            ","
            Slutpris 5 070 000 kr
        ","
            Såld 20 juli 2022
          "
"
          Diamantstigen 7
        ","
            Ådran,
          Huddinge kommun
        ","
                58 m²
             
              3 rum
          ","
              2 951 m² tomt
            ","
            Slutpris 3 600 000 kr
        ","
            Såld 20 juli 2022
          "
"
          Rågvägen 5
        ","
            Löttingelund,
          Täby kommun
        ","
                236
                ","
              1 200 m² tomt
            ","
            Slutpris 11 500 000 kr
        ","
            Såld 20 juli 2022
          "
"
          Björhövdavägen 90
        ","
            Nysättra,
          Norrtälje kommun
        ","
                70
                ","
              1 525 m² tomt
            ","
            Slutpris 2 295 000 kr
        ","
            Såld 19 juli 2022
          "
"
          Solslingan 8E
        ","
            Solbacka Strand,
          Norrtälje kommun
        ","
                102 m²
             
              4 rum
          ","
              172 m² tomt
            ","
            Slutpris 3 600 000 kr
        ","
            Såld 19 juli 2022
          "
"
          Söderbykroken 4
        ","
            Rånäs,
          Norrtälje kommun
        ","
                103 m²
             
              4 rum
          ",,"
            Slutpris 1 150 000 kr
        ","
            Såld 19 juli 2022
          "
"
          Tallarövägen 10
        ","
            Vaxön,
          Vaxholms kommun
        ","
                145
                ","
              846 m² tomt
            ","
            Slutpris 7 300 000 kr
        ","
            Såld 19 juli 2022
          "
"
          Dagsverkarvägen 18
        ","
            Bro/Österhagen,
          Upplands-Bro kommun
        ","
                175 m²
             
              6 rum
          ","
              1 104 m² tomt
            ","
            Slutpris 6 995 000 kr
        ","
            Såld 19 juli 2022
          "
"
          Helgåby 874
        ","
            Märsta - Skepptuna,
          Sigtuna kommun
        ","
                66 m²
             
              3 rum
          ","
              2 491 m² tomt
            ","
            Slutpris 2 300 000 kr
        ","
            Såld 19 juli 2022
          "
"
          Filvägen 28
        ","
            Hägersten/Telefonplan,
          Stockholms kommun
        ","
                73
                ","
              658 m² tomt
            ","
            Slutpris 7 050 000 kr
        ","
            Såld 18 juli 2022
          "
"
          Lavendelvägen 28B
        ","
            Edsängen,
          Sollentuna kommun
        ","
                230
                ","
              1 014 m² tomt
            ","
            Slutpris 9 400 000 kr
        ","
            Såld 18 juli 2022
          "
"
          Nyponvägen 20
        ","
            Kullön,
          Vaxholms kommun
        ","
                169 m²
             
              7 rum
          ","
              417 m² tomt
            ","
            Slutpris 9 900 000 kr
        ","
            Såld 18 juli 2022
          "
"
          Humlegränd 2B
        ","
            Stenhamra,
          Ekerö kommun
        ","
                108
                ","
              170 m² tomt
            ","
            Slutpris 3 800 000 kr
        ","
            Såld 18 juli 2022
          "
"
          Bellmansvägen 7A
        ","
            Tumba,
          Botkyrka kommun
        ","
                130 m²
             
              5 rum
          ","
              785 m² tomt
            ","
            Slutpris 4 600 000 kr
        ","
            Såld 18 juli 2022
          "
"
          Vegagatan 19 / Hamnvägen 4
        ","
            Centrala Norrtälje,
          Norrtälje kommun
        ","
                101
                ","
              1 424 m² tomt
            ","
            Slutpris 4 750 000 kr
        ","
            Såld 18 juli 2022
          "
"
          Sandemar Tjursta 1
        ","
            Österhaninge,
          Haninge kommun
        ","
                376
                ","
              13 461 m² tomt
            ","
            Slutpris 15 000 000 kr
        ","
            Såld 17 juli 2022
          "
"
          Vetevägen 5
        ","
            Färingsö Stenhamra,
          Ekerö kommun
        ","
                165
                ","
              608 m² tomt
            ","
            Slutpris 5 150 000 kr
        ","
            Såld 17 juli 2022
          "
"
          Sankt Mickelsgatan 104
        ","
            Mälarhöjden,
          Stockholms kommun
        ","
                151
                ","
              883 m² tomt
            ","
            Slutpris 11 800 000 kr
        ","
            Såld 16 juli 2022
          "
"
          Kantarellstigen 13
        ","
            Rönninge,
          Salems kommun
        ","
                136 m²
             
              5 rum
          ","
              388 m² tomt
            ","
            Slutpris 3 900 000 kr
        ","
            Såld 16 juli 2022
          "
"
          Skogsvikshöjden 24
        ","
            Södra Kaggeboda/Sjöutsikt,
          Norrtälje kommun
        ","
                95
                ","
              2 753 m² tomt
            ","
            Slutpris 4 650 000 kr
        ","
            Såld 16 juli 2022
          "
"
          Gammeltorpsvägen 24
        ","
            Turinge,
          Nykvarns kommun
        ","
                106
                ","
              1 371 m² tomt
            ","
            Slutpris 6 505 000 kr
        ","
            Såld 15 juli 2022
          "
"
          Hagagatan 8
        ","
            Järna,
          Södertälje kommun
        ","
                134
                ","
              1 404 m² tomt
            ","
            Slutpris 8 000 000 kr
        ","
            Såld 15 juli 2022
          "
"
          Estbrötevägen 9
        ","
            Johannesdal,
          Stockholms kommun
        ","
                156
                ","
              962 m² tomt
            ","
            Slutpris 7 100 000 kr
        ","
            Såld 15 juli 2022
          "
"
          Vintervägen 22C
        ","
            Västra Jakobsberg,
          Järfälla kommun
        ","
                179 m²
             
              6 rum
          ","
              888 m² tomt
            ","
            Slutpris 6 900 000 kr
        ","
            Såld 15 juli 2022
          "
"
          Lindbacken 3
        ","
            Älmsta,
          Norrtälje kommun
        ","
                240
                ","
              5 370 m² tomt
            ","
            Slutpris 4 850 000 kr
        ","
            Såld 15 juli 2022
          "
